ID,X,Y,Attribute 1,Attribute 2
820,428097,5092870,0.560879017,0
821,428059,5093610,0.647857768,1
822,428062,5092840,0.484910916,0
823,428539,5095010,0.429212017,0
824,428194,5094110,0.93382226,1
825,427741,5092310,0.540051532,1
826,428034,5092440,0.988679486,0
827,427836,5092780,0.70698477,0
828,428165,5093240,0.255405309,1
829,428242,5093310,0.493137849,1
830,428367,5094290,0.18323115,0
831,427823,5092490,0.558839617,0
832,427855,5092590,0.155447353,0
833,427895,5093030,0.190907125,0
834,428472,5094820,0.981442194,1
835,428190,5093130,0.745556623,0
836,428055,5092920,0.499823316,1
837,428043,5093450,0.041310162,1
838,427926,5093200,0.090484536,0
839,428128,5092660,0.380985615,0
840,428106,5092590,0.281586734,1
841,428080,5092280,0.178940148,0
842,428424,5094290,0.191148141,1
843,428364,5093960,0.33548382,1
844,428335,5093470,0.669341801,1
845,428534,5094790,0.494787043,1
846,428440,5094540,0.724191693,1
847,428323,5095050,0.693645209,0
848,428205,5093650,0.089133121,1
849,428112,5093640,0.120316691,1
850,428259,5094150,0.386914147,1
851,428271,5094070,0.911824724,1
852,427709,5092070,0.214789607,0
853,427678,5092210,0.845910413,1
854,428223,5093570,0.399388474,1
855,428238,5093130,0.658434437,1
856,427951,5092330,0.941976253,0
857,428342,5094480,0.789378546,0
858,428629,5094990,0.659139729,0
859,428046,5093250,0.8858768,1
860,427872,5093060,0.241162011,0
861,427897,5093220,0.049226127,0
862,428328,5095120,0.792429081,1
863,428200,5093140,0.558864385,1
864,428601,5095150,0.64207981,0
865,428217,5094200,0.018802039,0
866,428057,5093830,0.326102228,0
867,427743,5092100,0.697548965,0
868,428202,5092900,0.629974354,0
869,428220,5093780,0.224074044,0
870,427982,5093150,0.346281639,1
871,428121,5092710,0.843054476,1
872,428143,5093680,0.309153261,1
873,428185,5094360,0.542981831,0
874,428175,5093890,0.115526143,0
875,428106,5092930,0.932136243,1
876,428454,5094790,0.722923298,0
877,427888,5092320,0.840967162,0
878,428103,5093040,0.997534283,1
879,427746,5092660,0.202240118,0
880,428213,5094200,0.348228969,0
881,427905,5092890,0.060193342,0
882,428292,5094870,0.568744726,1
883,427889,5093080,0.297793526,1
884,428271,5094360,0.029863362,1
885,428075,5094040,0.577504204,0
886,428343,5093550,0.026812164,1
887,428054,5093450,0.714280908,0
888,428135,5094370,0.879301914,0
889,427761,5092300,0.291094211,1
890,428527,5095090,0.122703224,1
891,427761,5092710,0.474868253,1
892,428073,5092310,0.351518726,1
893,427766,5092500,0.467233332,1
894,428365,5093960,0.723320014,1
895,427879,5092640,0.409429915,0
896,428531,5094910,0.061901684,0
897,428133,5093900,0.266501517,0
898,427975,5092380,0.516076877,0
899,427978,5092230,0.617943511,1
900,428073,5092670,0.493480679,1
901,427925,5093300,0.060345466,0
902,428420,5094250,0.527856417,0
903,428173,5094350,0.090152058,0
904,427824,5092870,0.932855047,0
905,428482,5095170,0.016378267,0
906,428373,5093820,0.222361392,0
907,427944,5092540,0.481723474,0
908,428494,5094550,0.354487325,0
909,427714,5092010,0.92226347,1
910,428157,5092900,0.588568394,1
911,428310,5094810,0.371822269,1
912,427970,5093050,0.671287621,0
913,428020,5092270,0.746032185,0
914,427875,5092880,0.164998199,1
915,428089,5094110,0.825014794,0
916,427973,5093510,0.712063195,0
917,428498,5094780,0.905527737,0
918,427816,5092770,0.955210554,0
919,428229,5093840,0.454087127,1
920,428381,5095170,0.245153489,1
921,428381,5094910,0.490949136,1
922,428280,5094200,0.800103243,0
923,427924,5093290,0.769450175,0
924,428312,5094300,0.691951578,1
925,428399,5095180,0.664577623,0
926,428194,5092910,0.475789373,1
927,428276,5094790,0.221051519,1
928,428595,5094950,0.170615691,1
929,427985,5092890,0.956320852,0
930,428044,5093460,0.567589364,1
931,427699,5092330,0.432059932,1
932,427900,5093150,0.945227502,0
933,428021,5093510,0.545733065,0
934,427828,5092360,0.681311243,0
935,428395,5094660,0.113088422,1
936,428226,5094320,0.726160994,1
937,427898,5092350,0.926994867,1
938,427780,5092680,0.264918595,1
939,428273,5094930,0.234213598,0
940,427835,5092110,0.289324313,1
941,427874,5092610,0.692033999,0
942,428279,5094250,0.566015247,0
943,428327,5094270,0.877209128,1
944,427912,5092340,0.761114025,0
945,427835,5092910,0.739925336,0
946,428665,5095100,0.504698477,1
947,428218,5093410,0.432973338,1
948,428342,5094410,0.771459547,1
949,427994,5093420,0.036121412,1
950,428497,5095150,0.570406517,1
951,428379,5094910,0.137317956,1
952,428041,5092920,0.502895474,0
953,428403,5094700,0.711782934,0
954,428129,5093840,0.71543685,0
955,427571,5092070,0.600172092,1
956,428321,5093460,0.531808684,1
957,428276,5094140,0.901404869,1
958,428376,5094260,0.933715041,0
959,427970,5092260,0.867487493,1
960,428219,5093540,0.439120937,1
961,427667,5092000,0.968158473,0
962,427828,5092260,0.809944906,0
963,428138,5093040,0.535146557,1
964,428291,5093800,0.862480609,1
965,428225,5093660,0.684572517,0
966,428140,5093650,0.616517549,1
967,428626,5095080,0.313063284,0
968,428364,5094970,0.721892678,1
969,428451,5094830,0.843599232,1
970,428043,5092860,0.809663243,0
971,427701,5092210,0.899230095,0
972,428125,5093530,0.392378195,1
973,427887,5093130,0.167024853,1
974,428087,5093400,0.919404107,1
975,428088,5093590,0.587380331,0
976,428210,5093100,0.055185631,1
977,427928,5092350,0.317266518,1
978,428415,5094290,0.145064363,1
979,428417,5094300,0.342435791,1
980,428308,5093810,0.116904803,1
981,428042,5092350,0.808095538,0
982,427861,5092770,0.295362237,1
983,428347,5094790,0.747777911,1
984,428332,5093990,0.989997027,1
985,428468,5094660,0.953342282,0
986,427763,5092190,0.330800073,0
987,428498,5094570,0.684992592,1
988,427924,5092960,0.339219387,0
989,427992,5093490,0.897410148,1
990,427856,5092530,0.683904165,1
991,428539,5094650,0.072018782,1
992,428040,5093620,0.704043188,0
993,428058,5093180,0.450907595,0
994,427708,5092260,0.903943315,1
995,428206,5093950,0.925235857,0
996,428215,5093130,0.381945557,1
997,427700,5092510,0.061347666,1
998,428095,5093700,0.920127142,1
999,427820,5092350,0.49514745,0
1000,427997,5092340,0.5317291,0
1001,428309,5094550,0.961466899,1
1002,428148,5093120,0.964377145,0
1003,428548,5095170,0.587260185,0
1004,428199,5094390,0.406499394,0
1005,428096,5093540,0.023230249,1
1006,428411,5094770,0.509752009,1
1007,427746,5092020,0.16305591,0
1008,428209,5093070,0.195249281,1
1009,428205,5094450,0.530147935,1
1010,427900,5093030,0.3025746,1
1011,428413,5094700,0.042681355,1
1012,428017,5092310,0.170199308,0
1013,427923,5093210,0.35298126,1
1014,427679,5092380,0.518875,0
1015,428003,5093000,0.139598061,1
1016,428168,5093870,0.870463611,1
1017,427599,5092030,0.754498842,1
1018,427686,5092090,0.939265121,1
1019,428091,5092630,0.330239444,0
1020,428275,5094410,0.869974837,1
1021,428489,5094860,0.219631778,0
1022,428149,5094110,0.247471199,0
1023,427757,5092050,0.556137594,1
1024,428169,5093220,0.27009163,1
1025,427994,5093270,0.487667342,1
1026,428022,5093530,0.493293679,0
1027,428047,5092490,0.799694848,1
1028,428007,5093620,0.167254787,0
1029,428317,5093520,0.35058759,0
1030,428363,5093620,0.534876668,0
1031,428331,5094000,0.725262737,1
1032,428236,5094010,0.222505053,0
1033,428445,5095170,0.800677776,1
1034,428408,5094940,0.167599685,0
1035,428301,5094100,0.708937838,0
1036,428273,5094270,0.540454688,1
1037,428497,5094480,0.553697356,1
1038,428094,5093790,0.036410458,0
1039,428475,5094860,0.89332373,0
1040,428226,5093690,0.207536326,1
1041,427931,5092810,0.665543969,1
1042,428057,5093890,0.312842854,0
1043,427779,5092380,0.597211142,0
1044,428341,5094370,0.92614049,0
1045,427789,5092060,0.24304495,1
1046,428587,5095050,0.540068531,0
1047,428039,5093820,0.087957527,1
1048,427898,5092900,0.810776581,0
1049,427939,5092430,0.076732075,0
1050,428368,5093620,0.353888155,1
1051,428312,5094860,0.521044254,1
1052,428353,5094890,0.804085847,0
1053,428389,5094990,0.937679037,1
1054,428201,5093950,0.091535127,1
1055,428237,5094590,0.783882554,1
1056,428083,5092800,0.637668284,1
1057,428285,5094280,0.685370873,1
1058,428282,5093400,0.7029765,1
1059,428047,5092360,0.374281429,0
1060,428372,5094780,0.931620703,1
1061,428432,5094560,0.495228529,0
1062,427859,5092770,0.034197861,0
1063,427852,5092130,0.966273655,1
1064,427869,5092750,0.634373773,1
1065,428306,5094980,0.687031586,1
1066,427623,5092150,0.81255184,0
1067,427890,5092820,0.604470104,0
1068,428067,5093590,0.210117878,1
1069,427862,5092470,0.230565507,1
1070,427991,5093530,0.414494707,0
1071,427918,5092150,0.663688737,1
1072,428392,5094150,0.075051609,0
1073,428198,5092840,0.851600197,1
1074,428225,5093880,0.010033915,1
1075,427733,5092090,0.709253411,0
1076,428061,5093810,0.852153615,1
1077,428335,5094640,0.29098502,0
1078,428437,5094800,0.908527046,0
1079,428050,5092380,0.520997112,0
1080,427917,5092960,0.123957983,0
1081,427947,5093260,0.306839019,0
1082,428601,5094880,0.749803787,1
1083,427897,5092410,0.453454631,1
1084,427994,5092660,0.010359044,1
1085,427932,5093380,0.004567951,0
1086,428148,5093340,0.611390569,0
1087,428118,5093550,0.667662529,0
1088,427762,5092620,0.081770423,0
1089,428058,5093740,0.792181622,1
1090,428231,5092750,0.741757139,1
1091,428004,5093690,0.791622326,1
1092,428029,5092340,0.741926979,1
1093,427867,5092160,0.577101418,1
1094,428267,5093740,0.788720854,0
1095,428163,5092980,0.777479605,1
1096,428178,5093220,0.827227812,1
1097,428146,5093420,0.53253651,1
1098,427779,5092200,0.607808311,0
1099,427840,5092580,0.957510977,0
1100,428169,5094070,0.717470265,0
1101,428301,5094020,0.754681244,1
1102,428459,5094740,0.567285274,0
1103,427961,5093410,0.90853984,0
1104,428128,5092620,0.196310503,0
1105,428200,5094570,0.691654345,0
1106,428100,5092670,0.011811535,0
1107,427924,5093280,0.882740365,0
1108,428269,5093970,0.020604788,1
1109,428238,5094630,0.176589547,1
1110,428188,5093900,0.264920048,1
1111,428283,5093900,0.755587277,1
1112,428125,5093390,0.891996653,0
1113,427860,5092670,0.728329884,1
1114,428276,5094310,0.950494038,1
1115,428283,5093860,0.73884406,1
1116,428140,5093900,0.903077886,0
1117,428023,5093680,0.912656466,1
1118,428300,5093580,0.354189044,0
1119,427836,5092920,0.231688182,0
1120,427977,5093180,0.374385565,1
1121,428228,5093570,0.551580366,1
1122,428205,5093650,0.789795999,1
1123,428099,5093320,0.16423961,0
1124,428491,5095010,0.777551194,1
1125,427979,5093100,0.826460107,1
1126,428046,5093110,0.650478904,0
1127,427944,5092330,0.838463073,1
1128,428043,5092600,0.765714047,0
1129,428160,5093790,0.361258678,1
1130,428251,5094620,0.341006545,1
1131,428009,5092690,0.31233619,1
1132,428363,5094200,0.879416087,1
1133,428235,5093080,0.354392726,1
1134,427812,5092230,0.620027214,0
1135,428291,5094440,0.56951176,0
1136,428144,5094330,0.933880673,0
1137,428418,5095170,0.219175344,0
1138,427899,5092790,0.444535037,1
1139,428103,5092790,0.609727465,0
1140,427997,5092420,0.70342814,0
1141,427594,5092000,0.726563811,1
1142,428161,5093780,0.181708214,1
1143,428029,5092390,0.919845948,0
1144,428371,5095030,0.639083646,1
1145,428520,5094570,0.891321131,0
1146,427904,5092730,0.25813739,1
1147,427793,5092710,0.366324497,0
1148,427673,5092000,0.128774939,1
1149,428448,5094670,0.893101917,0
1150,428135,5093000,0.898351847,0
1151,427937,5093290,0.638717508,0
1152,428005,5092860,0.216114597,0
1153,427931,5092270,0.84283908,1
1154,428243,5093950,0.906133447,0
1155,428148,5093700,0.453758111,1
1156,427995,5093670,0.245659586,0
1157,427915,5092550,0.946248115,0
1158,427986,5093460,0.52284127,1
1159,428368,5093810,0.988022993,0
1160,428368,5093650,0.489235779,1
1161,427714,5092190,0.438755175,1
1162,428475,5094460,0.339733244,0
1163,428328,5093720,0.611419235,1
1164,428048,5093020,0.466946986,1
1165,428166,5092930,0.301609939,0
1166,427765,5092130,0.796162817,1
1167,428133,5092910,0.234878045,0
1168,428200,5094300,0.866675956,0
1169,428337,5093620,0.132780934,0
1170,428250,5094410,0.906894243,1
1171,428140,5092550,0.848137696,1
1172,427938,5092680,0.562001933,0
1173,428030,5092970,0.395614892,0
1174,427992,5092990,0.839252121,1
1175,427765,5092440,0.684773187,1
1176,428397,5094260,0.179195629,1
1177,428141,5092860,0.832196156,1
1178,428121,5094180,0.889978714,0
1179,428169,5094250,0.09622315,0
1180,428010,5093340,0.381249718,1
1181,428121,5092790,0.627197033,1
1182,428316,5094070,0.62071692,1
1183,428194,5093500,0.682076958,0
1184,428325,5093710,0.558256256,0
1185,428578,5094930,0.390432126,1
1186,428173,5092830,0.027200138,0
1187,428373,5094780,0.172730361,1
1188,427663,5092330,0.472689746,0
1189,428178,5092700,0.498336285,0
1190,427752,5092420,0.836205927,0
1191,428282,5094420,0.833521281,0
1192,428166,5092700,0.594001347,1
1193,427793,5092310,0.070865776,1
1194,428089,5093440,0.176816824,1
1195,427852,5092580,0.575553051,1
1196,428285,5093720,0.023131837,1
1197,428623,5095090,0.102504716,0
1198,428361,5094920,0.762268652,1
1199,428203,5093820,0.075708965,0
1200,427863,5092130,0.872988168,0
1201,427996,5092700,0.625801356,0
1202,428347,5093770,0.850957349,0
1203,428579,5095130,0.268291738,1
1204,428605,5095040,0.258967433,1
1205,427739,5092590,0.42193772,1
1206,428149,5092550,0.097857279,0
1207,427989,5092490,0.022731977,0
1208,428129,5092840,0.597481774,1
1209,428376,5093900,0.375139153,1
1210,428118,5093020,0.97603851,0
1211,428036,5093180,0.024796396,1
1212,427762,5092280,0.819658218,0
1213,428072,5092730,0.90497634,1
1214,428025,5093510,0.84320147,1
1215,428075,5092260,0.960490654,1
1216,428149,5092620,0.743959827,0
1217,428185,5094050,0.633942191,0
0,428249,5095260,0.368721858,1
0,428285,5095320,0.536691332,0
0,428252,5095300,0.837738794,0
0,428258,5095190,0.819963292,1
0,428186,5094940,0.828235014,1
0,428031,5095130,0.662343461,0
0,428201,5095050,0.904446306,1
0,428253,5095090,0.042435793,1
0,428226,5094990,0.086002574,0
0,428211,5095090,0.822664014,1
0,428125,5095140,0.802006196,0
0,428078,5094930,0.572142914,0
0,428006,5094950,0.790511244,1
0,428132,5094960,0.814615308,1
0,428112,5094960,0.56688657,1
0,428230,5095000,0.324768512,0
0,428069,5094980,0.583269645,1
0,428025,5095100,0.43145546,1
0,428032,5094990,0.318444235,0
0,427978,5094940,0.271101958,1
0,428205,5094950,0.850093497,0
0,428207,5094950,0.667076448,1
0,428235,5095030,0.047681295,0
0,428239,5094970,0.121967082,0
0,428045,5094960,0.211298443,1
0,428204,5094890,0.999017452,0
0,427619,5092580,0.255578504,0
0,427682,5092650,0.374455809,1
0,427656,5092740,0.696947032,1
0,427639,5092730,0.821818553,1
0,427688,5092690,0.725489468,1
0,427648,5092670,0.631537883,1
0,427617,5092610,0.3407202,1
0,427546,5092570,0.340381579,0
0,427657,5092600,0.756904672,0
0,427591,5092650,0.452260538,0
0,427638,5092600,0.271337669,1
0,427618,5092540,0.30114291,0
0,427552,5092400,0.345949502,0
0,427580,5092460,0.811943374,1
0,427569,5092410,0.845832444,1
0,427556,5092480,0.44276098,0
0,427547,5092310,0.331087747,1
0,427602,5092490,0.950352831,0
0,427539,5092250,0.55641801,1
0,427591,5092420,0.286876882,1
0,427578,5092400,0.629381591,1
0,427500,5092090,0.257576716,0
0,427470,5092080,0.054392249,0
0,427469,5092190,0.770380014,0
0,427446,5092080,0.87636555,0
0,427424,5092070,0.21766432,0
0,427505,5092030,0.567429253,1
0,427471,5092200,0.915262396,1
0,427472,5092090,0.265520299,1
0,427442,5091980,0.810743203,0
0,427465,5091970,0.853740163,0
0,427499,5092050,0.170985231,1
0,427448,5092180,0.469102987,1
0,427434,5092140,0.096552022,1
0,427382,5091970,0.307293553,0
0,427919,5094540,0.758825285,1
0,428036,5094590,0.624065176,1
0,427958,5094450,0.291416402,1
0,428060,5094420,0.870680777,0
0,427934,5094570,0.430563349,0
0,428012,5094420,0.838437905,0
0,427993,5094450,0.174898497,0
0,428102,5094460,0.176565246,0
0,428034,5094400,0.333842041,1
0,428075,5094360,0.773862259,1
0,428078,5094420,0.860559424,0
0,428048,5094510,0.060118724,0
0,428121,5094510,0.685290103,0
0,428152,5094560,0.359821165,0
0,428043,5094470,0.060665951,0
0,428004,5094410,0.268791802,1
0,427993,5094610,0.840666436,1
0,428034,5094380,0.729490512,0
0,427959,5094620,0.109710044,0
0,428076,5094450,0.972906069,0
0,427908,5094450,0.586895188,0
0,428013,5094400,0.162117291,1
0,428105,5094560,0.775945301,0
0,427919,5094610,0.683974895,0
0,427930,5094400,0.876841235,0
0,427950,5094490,0.954798009,1
0,428110,5094510,0.738623987,1
0,427912,5094490,0.949054891,1
0,428020,5094380,0.688914241,1
0,428038,5094530,0.162176485,0
0,428042,5094530,0.152174751,0
0,427997,5094420,0.532226843,0
0,427949,5094560,0.44962754,0
0,427997,5094590,0.089031993,0
0,427927,5094530,0.144164006,1
0,428100,5094370,0.479829508,0
0,427950,5094470,0.561467896,1
0,427965,5094540,0.757092151,1
0,428097,5094550,0.516005471,0
0,428126,5094530,0.726014725,0
0,427917,5094610,0.696788022,0
0,428098,5094570,0.378866164,0
0,428100,5094380,0.517405843,0
0,427964,5094590,0.481593496,0
0,428093,5094570,0.85298875,0
0,428075,5094550,0.175863089,0
0,428004,5094390,0.668829144,0
0,428011,5094560,0.097629895,1
0,428095,5094510,0.8424784,0
0,427996,5094480,0.66684613,0
0,427983,5094600,0.390265777,0
0,428060,5094550,0.258252146,1
0,428086,5094390,0.062050762,0
0,428021,5094380,0.182560626,0
0,427914,5094440,0.790176371,1
0,427909,5094570,0.487623054,1
0,428034,5094600,0.397037989,1
0,428008,5094190,0.539401878,1
0,428009,5094270,0.546497238,0
0,427894,5094330,0.034509655,0
0,428048,5094160,0.405230753,1
0,427853,5094150,0.857067768,1
0,428011,5094290,0.126393371,0
0,427909,5094220,0.202021071,0
0,427871,5094140,0.917091468,1
0,427879,5094130,0.167521395,0
0,428002,5094090,0.255625987,1
0,427895,5094330,0.156415598,0
0,427940,5094240,0.986432516,1
0,427940,5094120,0.62536882,0
0,427921,5094350,0.641715748,1
0,427917,5094330,0.196269828,1
0,427869,5094140,0.036229986,1
0,427924,5094260,0.34470121,0
0,427839,5094160,0.361837243,0
0,427877,5094270,0.825256342,0
0,427853,5094120,0.357962494,1
0,427963,5094340,0.689193669,0
0,428033,5094290,0.66762453,1
0,428063,5094320,0.782863281,0
0,427905,5094220,0.438554916,1
0,428044,5094160,0.624551204,1
0,427980,5094190,0.902528951,0
0,428039,5094190,0.154278454,0
0,428024,5094160,0.200710238,0
0,427881,5094190,0.369728064,1
0,428042,5094180,0.309025653,0
0,427934,5094130,0.654800731,1
0,427967,5094110,0.330505551,0
0,428033,5094120,0.714052078,1
0,427851,5094160,0.803453871,1
0,427997,5094200,0.129944672,1
0,428045,5094280,0.878843,0
0,427921,5094170,0.501749463,0
0,427968,5094170,0.517662259,1
0,427877,5094160,0.851459234,1
0,428019,5094340,0.700508703,0
0,428052,5094310,0.763516899,0
0,427996,5094310,0.537745289,0
0,427941,5094250,0.637627576,1
0,427957,5094160,0.695519731,1
0,427950,5094100,0.652988793,1
0,427957,5094090,0.793650572,0
0,428054,5094290,0.856841755,0
0,428031,5094300,0.286747312,0
0,428016,5094160,0.932872619,0
0,427952,5094110,0.086122542,0
0,427986,5094340,0.905171453,1
0,427918,5094170,0.18484762,0
0,427928,5094200,0.208932296,1
0,427982,5094340,0.240043811,0
0,427876,5094270,0.890158345,1
0,427927,5094240,0.326591177,1
0,427957,5094240,0.722715664,1
0,427971,5094210,0.495515267,1
0,427983,5094130,0.45556864,0
0,427936,5094170,0.64444506,0
0,427946,5094150,0.877264788,1
0,428003,5094280,0.78165598,1
0,428031,5094270,0.998107507,1
0,427858,5094290,0.57057306,1
0,427918,5094190,0.132540715,0
0,428069,5094310,0.532944406,0
0,427954,5094250,0.49391561,1
0,427965,5094250,0.947222862,0
0,428077,5094300,0.234525957,0
0,428029,5094210,0.489726771,0
0,427892,5094360,0.714943763,0
0,427992,5094190,0.208242407,1
0,427996,5094320,0.539674725,0
0,427899,5094330,0.859756953,0
0,427924,5094280,0.768460783,0
0,427937,5094140,0.627867183,0
0,428061,5094320,0.855608468,1
0,427922,5094320,0.389990447,1
0,428006,5094330,0.842213306,1
0,427892,5094140,0.693797064,1
0,427908,5094100,0.992401426,1
0,427884,5094150,0.488092554,0
0,427950,5094120,0.086579669,1
0,428031,5094240,0.008969061,0
0,428020,5094280,0.094033878,0
0,427972,5094170,0.330717929,1
0,427872,5094310,0.203327091,0
0,428008,5094320,0.881808716,0
0,427883,5094120,0.988605817,1
0,427957,5094160,0.015453186,0
0,428010,5094130,0.300128105,1
0,428003,5094300,0.178255893,0
0,427853,5093960,0.780344525,0
0,427802,5093980,0.237258476,1
0,427883,5094000,0.637751126,1
0,427886,5094040,0.435783389,0
0,427966,5094050,0.470815062,0
0,427929,5093820,0.440634017,1
0,427855,5093870,0.271955211,0
0,427909,5093990,0.868272832,1
0,427843,5093950,0.702159155,0
0,427955,5093960,0.919024094,1
0,427871,5093900,0.502449977,1
0,427818,5093910,0.217560425,1
0,427894,5093950,0.767614199,0
0,427831,5094080,0.010336217,1
0,428004,5094050,0.589755391,1
0,427905,5093900,0.626450014,1
0,427967,5093910,0.645103974,0
0,427930,5093910,0.288806378,1
0,427826,5094090,0.27603735,1
0,427944,5094060,0.327372065,1
0,428007,5094040,0.200535359,1
0,427960,5094050,0.555184423,1
0,427913,5093840,0.035824158,1
0,427846,5093900,0.62030145,0
0,427978,5093960,0.07105174,0
0,427979,5093880,0.862772877,0
0,428004,5094030,0.765346596,1
0,427837,5094070,0.333349524,1
0,427965,5093940,0.81877891,1
0,427929,5093940,0.661201227,0
0,427923,5093900,0.792561051,1
0,427969,5093800,0.660290044,0
0,427934,5094040,0.602619916,1
0,427977,5094050,0.64629452,1
0,427891,5093990,0.93838758,1
0,427966,5093870,0.776536091,0
0,427783,5093860,0.662815588,1
0,427802,5093950,0.625907837,0
0,427867,5093970,0.428402381,1
0,427951,5094040,0.384706681,0
0,427836,5094010,0.254701612,1
0,427926,5093870,0.331029903,0
0,427864,5094040,0.967087433,0
0,428004,5094060,0.659265828,0
0,427870,5094010,0.615125562,1
0,427813,5094000,0.483161981,1
0,427841,5094000,0.288678037,0
0,427858,5094060,0.489363661,0
0,427943,5093950,0.482817055,1
0,427952,5093890,0.113288595,0
0,427855,5094010,0.301590957,0
0,427893,5093820,0.483467345,0
0,427860,5093920,0.17593554,0
0,427963,5093870,0.723827845,1
0,427820,5094080,0.574686429,0
0,427945,5093880,0.921824137,0
0,427870,5093840,0.363625725,0
0,427974,5094050,0.405428241,0
0,427959,5094000,0.442569265,0
0,427966,5093970,0.125748105,0
0,427859,5093900,0.22269348,0
0,427851,5093980,0.434414903,1
0,427825,5093890,0.169221833,0
0,427909,5093930,0.991971531,0
0,427858,5093930,0.185614844,0
0,427897,5093910,0.409736683,0
0,427996,5094020,0.640307934,1
0,427880,5094090,0.629450408,1
0,427973,5094070,0.293788266,1
0,427881,5093870,0.533520965,1
0,427896,5093940,0.277681136,1
0,427825,5094010,0.901044686,1
0,427972,5093990,0.340460954,0
0,427917,5093960,0.829987224,1
0,427900,5093830,0.725016261,0
0,427814,5093930,0.544631301,1
0,427819,5093880,0.157739633,1
0,427807,5093920,0.368067137,0
0,427970,5093870,0.469688402,0
0,427969,5094010,0.558641131,1
0,427825,5094010,0.359212463,0
0,427971,5093820,0.423532427,0
0,427901,5093830,0.520646303,0
0,427885,5094060,0.392448331,0
0,427829,5093850,0.321919381,1
0,427838,5094050,0.457893706,0
0,427912,5093900,0.434630479,1
0,427825,5094010,0.526354618,1
0,427847,5093860,0.073277066,0
0,427895,5094030,0.873563503,0
0,428002,5094020,0.684448032,0
0,427922,5094080,0.682125077,1
0,427892,5093920,0.065173431,1
0,427858,5093890,0.635747842,0
0,427870,5093910,0.149836154,1
0,427948,5094070,0.707091277,1
0,427819,5094080,0.947907453,0
0,427970,5093790,0.67537143,0
0,427836,5093640,0.82461553,0
0,427842,5093740,0.122427575,1
0,427781,5093760,0.346929525,0
0,427774,5093650,0.144175998,0
0,427811,5093660,0.285612816,0
0,427876,5093710,0.982204008,1
0,427799,5093790,0.114330563,0
0,427857,5093560,0.297333903,0
0,427877,5093660,0.040533741,0
0,427768,5093670,0.226858736,1
0,427814,5093820,0.95976181,1
0,427869,5093620,0.955218437,0
0,427942,5093700,0.478834997,0
0,427782,5093670,0.900384208,0
0,427870,5093770,0.453369511,0
0,427899,5093710,0.613720269,0
0,427844,5093790,0.041203445,1
0,427777,5093620,0.014026693,0
0,427826,5093650,0.227041307,0
0,427802,5093660,0.584561824,0
0,427937,5093760,0.81348557,0
0,427935,5093630,0.097062766,1
0,427897,5093690,0.817166077,0
0,427787,5093680,0.150963123,0
0,427832,5093640,0.907401775,1
0,427920,5093640,0.763311853,1
0,427929,5093780,0.530740644,0
0,427847,5093810,0.147023983,1
0,427834,5093740,0.508532467,0
0,427812,5093570,0.953197908,1
0,427855,5093770,0.604076455,0
0,427922,5093580,0.055537474,0
0,427918,5093690,0.844899913,0
0,427781,5093800,0.415571211,0
0,427753,5093610,0.643691015,1
0,427915,5093590,0.966405755,0
0,427755,5093700,0.645243434,0
0,427850,5093720,0.109896948,0
0,427839,5093670,0.437280502,0
0,427832,5093760,0.881341994,1
0,427910,5093620,0.775374303,0
0,427849,5093570,0.446067812,0
0,427733,5093610,0.02729354,0
0,427758,5093630,0.072174783,1
0,427855,5093710,0.210492016,0
0,427920,5093770,0.471219538,0
0,427768,5093640,0.541166559,0
0,427830,5093630,0.634647389,1
0,427942,5093650,0.221144697,0
0,427929,5093740,0.154053659,1
0,427858,5093750,0.198650296,0
0,427841,5093680,0.69845201,1
0,427767,5093780,0.3119927,0
0,427792,5093570,0.142470866,1
0,427881,5093730,0.844438014,1
0,427830,5093590,0.247741451,0
0,427900,5093580,0.226953337,1
0,427911,5093720,0.445314102,1
0,427840,5093790,0.681005308,0
0,427907,5093560,0.13362635,1
0,427752,5093630,0.669414746,0
0,427914,5093610,0.999939428,1
0,427927,5093790,0.490655912,0
0,427824,5093590,0.111301254,1
0,427893,5093610,0.043729938,0
0,428024,5094820,0.493149737,1
0,427913,5093720,0.025253045,0
0,428033,5094680,0.431915564,1
0,427865,5093560,0.9434282,0
0,428094,5094650,0.015555825,0
0,427925,5093620,0.053978649,0
0,428047,5094840,0.351937362,1
0,427907,5093760,0.025314602,1
0,427952,5094670,0.694715427,1
0,427860,5093760,0.292299093,0
0,428086,5094810,0.641466258,1
0,427936,5093680,0.570215772,0
0,427986,5094780,0.936971086,0
0,427788,5093760,0.341516369,0
0,428084,5094740,0.184963198,1
0,427850,5093740,0.984872246,0
0,427940,5093700,0.551126139,0
0,427949,5094660,0.475886362,1
0,428110,5094710,0.809091475,1
0,427763,5093610,0.691038881,0
0,427802,5093590,0.018142754,1
0,428074,5094840,0.98820941,1
0,428068,5094860,0.205826404,1
0,427827,5093730,0.689093289,1
0,428098,5094850,0.026700241,1
0,427801,5093690,0.790774428,0
0,427860,5093560,0.381420995,1
0,428124,5094790,0.700289807,1
0,427780,5093820,0.014721199,0
0,427889,5093590,0.640618389,1
0,428059,5094810,0.314778216,0
0,427767,5093720,0.988194718,0
0,427846,5093760,0.188371504,0
0,427993,5094710,0.541875075,0
0,427899,5093740,0.51475178,1
0,428128,5094630,0.496889346,1
0,427846,5093660,0.264653118,1
0,427931,5094710,0.986659182,0
